contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type
SPY250221C00740000,2025-01-22 20:53:56+00:00,740.0,0.02,0.02,0.03,0.0,0.0,2077.0,5723,0.242195078125,False,REGULAR,USD,call
SPY250221C00745000,2025-01-22 20:53:56+00:00,745.0,0.01,0.01,0.02,0.0,0.0,2075.0,2319,0.24024197265624997,False,REGULAR,USD,call
SPY250221C00750000,2025-01-22 20:53:56+00:00,750.0,0.01,0.01,0.02,0.0,0.0,28.0,376,0.24805439453125,False,REGULAR,USD,call
SPY250221C00755000,2025-01-22 20:53:56+00:00,755.0,0.01,0.01,0.02,0.0,0.0,29.0,378,0.25391371093750004,False,REGULAR,USD,call
SPY250221C00760000,2025-01-22 20:53:56+00:00,760.0,0.01,0.01,0.02,0.0,0.0,37.0,2248,0.2617261328125,False,REGULAR,USD,call
SPY250221C00765000,2025-01-22 20:53:56+00:00,765.0,0.01,0.01,0.02,0.0,0.0,63.0,931,0.2695385546875,False,REGULAR,USD,call
SPY250221C00770000,2025-01-23 16:06:30+00:00,770.0,0.01,0.01,0.02,0.0,0.0,881.0,3456,0.27539787109374997,False,REGULAR,USD,call
SPY250221C00775000,2025-01-23 16:06:00+00:00,775.0,0.01,0.01,0.02,0.0,0.0,881.0,5705,0.28125718749999995,False,REGULAR,USD,call
SPY250221C00780000,2025-01-22 20:53:59+00:00,780.0,0.02,0.01,0.02,0.0,0.0,38.0,483,0.2890696093749999,False,REGULAR,USD,call
SPY250221C00785000,2025-01-22 20:57:43+00:00,785.0,0.01,0.01,0.02,0.0,0.0,36.0,604,0.29492892578124996,False,REGULAR,USD,call
SPY250221C00790000,2025-01-22 15:41:34+00:00,790.0,0.01,0.01,0.02,0.0,0.0,1.0,401,0.30274134765625,False,REGULAR,USD,call
SPY250221C00795000,2025-01-22 20:53:56+00:00,795.0,0.01,0.0,0.01,0.0,0.0,25.0,2700,0.2929758203124999,False,REGULAR,USD,call
SPY250221C00800000,2025-01-22 20:53:56+00:00,800.0,0.01,0.0,0.01,0.0,0.0,25.0,653,0.29688203124999996,False,REGULAR,USD,call
SPY250221P00300000,2025-01-22 20:55:57+00:00,300.0,0.04,0.02,0.03,0.0,0.0,1613.0,7804,0.789064609375,False,REGULAR,USD,put
SPY250221P00305000,2025-01-23 15:21:08+00:00,305.0,0.03,0.02,0.03,0.0,0.0,12.0,9680,0.773439765625,False,REGULAR,USD,put
SPY250221P00310000,2025-01-23 16:25:53+00:00,310.0,0.03,0.02,0.03,0.0,0.0,64.0,8242,0.7578149218750001,False,REGULAR,USD,put
SPY250221P00315000,2025-01-22 20:53:56+00:00,315.0,0.04,0.03,0.04,0.0,0.0,811.0,6374,0.7617211328125001,False,REGULAR,USD,put
SPY250221P00320000,2025-01-22 20:53:56+00:00,320.0,0.04,0.03,0.04,0.0,0.0,155.0,849,0.7421900781249999,False,REGULAR,USD,put
SPY250221P00325000,2025-01-23 15:52:16+00:00,325.0,0.03,0.03,0.04,-0.01,-25.0,2.0,8148,0.726565234375,False,REGULAR,USD,put
SPY250221P00330000,2025-01-23 16:26:49+00:00,330.0,0.03,0.03,0.04,-0.020000001,-40.000004,23.0,3116,0.710940390625,False,REGULAR,USD,put
SPY250221P00335000,2025-01-23 15:52:16+00:00,335.0,0.04,0.04,0.05,-0.010000002,-20.000002,2.0,3366,0.70898728515625,False,REGULAR,USD,put
SPY250221P00340000,2025-01-23 15:30:28+00:00,340.0,0.04,0.04,0.05,-0.010000002,-20.000002,1.0,882,0.6914093359375001,False,REGULAR,USD,put
SPY250221P00345000,2025-01-23 15:29:16+00:00,345.0,0.05,0.04,0.05,-0.009999998,-16.666662,1.0,24722,0.6757844921875001,False,REGULAR,USD,put
SPY250221P00350000,2025-01-23 16:26:14+00:00,350.0,0.05,0.05,0.06,-0.009999998,-16.666662,5.0,1701,0.6718782812500002,False,REGULAR,USD,put
SPY250221P00355000,2025-01-23 15:30:01+00:00,355.0,0.05,0.05,0.06,-0.02,-28.571428,1.0,703,0.6562534375000001,False,REGULAR,USD,put
SPY250221P00360000,2025-01-22 20:53:56+00:00,360.0,0.07,0.05,0.06,0.0,0.0,160.0,880,0.64062859375,False,REGULAR,USD,put
SPY250221P00365000,2025-01-22 20:53:56+00:00,365.0,0.07,0.06,0.07,0.0,0.0,133.0,2064,0.6347692773437501,False,REGULAR,USD,put
SPY250221P00370000,2025-01-22 20:53:56+00:00,370.0,0.08,0.06,0.07,0.0,0.0,116.0,533,0.6191444335937502,False,REGULAR,USD,put
SPY250221P00375000,2025-01-22 20:53:56+00:00,375.0,0.08,0.06,0.07,0.0,0.0,144.0,9379,0.6035195898437502,False,REGULAR,USD,put
SPY250221P00380000,2025-01-22 20:53:56+00:00,380.0,0.09,0.07,0.08,0.0,0.0,165.0,12216,0.59570716796875,False,REGULAR,USD,put
SPY250221P00385000,2025-01-22 20:53:56+00:00,385.0,0.1,0.07,0.08,0.0,0.0,89.0,1015,0.5800823242187501,False,REGULAR,USD,put
SPY250221P00390000,2025-01-22 20:53:56+00:00,390.0,0.09,0.08,0.09,-0.009999998,-9.999997,1.0,1190,0.5722699023437501,False,REGULAR,USD,put
SPY250221P00395000,2025-01-23 15:58:53+00:00,395.0,0.09,0.08,0.09,-0.009999998,-9.999997,76.0,1173,0.5566450585937501,False,REGULAR,USD,put
SPY250221P00400000,2025-01-23 16:55:15+00:00,400.0,0.1,0.09,0.1,-0.019999996,-16.666662,133.0,89260,0.5488326367187502,False,REGULAR,USD,put
SPY250221P00405000,2025-01-23 15:52:28+00:00,405.0,0.1,0.09,0.1,-0.019999996,-16.666662,8.0,895,0.53320779296875,False,REGULAR,USD,put
SPY250221P00410000,2025-01-22 20:53:56+00:00,410.0,0.12,0.11,0.12,-0.009999998,-7.692306,10.0,78358,0.5293015820312501,False,REGULAR,USD,put
SPY250221P00415000,2025-01-23 14:38:09+00:00,415.0,0.13,0.11,0.12,-0.010000005,-7.1428604,1.0,10494,0.514653291015625,False,REGULAR,USD,put
SPY250221P00420000,2025-01-23 15:24:04+00:00,420.0,0.12,0.12,0.13,-0.030000009,-20.000006,11.0,77199,0.5039112109375,False,REGULAR,USD,put
SPY250221P00425000,2025-01-22 20:53:55+00:00,425.0,0.15,0.13,0.13,0.0,0.0,145.0,791,0.49170430175781255,False,REGULAR,USD,put
SPY250221P00430000,2025-01-23 15:15:19+00:00,430.0,0.15,0.13,0.14,-0.00999999,-6.2499943,41.0,2891,0.481450498046875,False,REGULAR,USD,put
SPY250221P00435000,2025-01-22 20:53:56+00:00,435.0,0.17,0.14,0.15,0.0,0.0,138.0,1119,0.47022014160156256,False,REGULAR,USD,put
SPY250221P00440000,2025-01-22 20:53:56+00:00,440.0,0.15,0.14,0.15,-0.030000001,-16.666666,1.0,5436,0.4555718505859375,False,REGULAR,USD,put
SPY250221P00445000,2025-01-22 20:53:56+00:00,445.0,0.16,0.16,0.17,-0.030000001,-15.789474,2.0,1735,0.44775942871093743,False,REGULAR,USD,put
SPY250221P00450000,2025-01-23 16:25:21+00:00,450.0,0.16,0.16,0.17,-0.040000007,-20.000002,44.0,156675,0.4331111376953125,False,REGULAR,USD,put
SPY250221P00455000,2025-01-22 20:53:56+00:00,455.0,0.21,0.17,0.18,0.0,0.0,103.0,1806,0.42188078125,False,REGULAR,USD,put
SPY250221P00460000,2025-01-23 15:26:10+00:00,460.0,0.19,0.18,0.19,-0.040000007,-17.391306,2.0,152852,0.4101621484375,False,REGULAR,USD,put
SPY250221P00465000,2025-01-23 14:44:18+00:00,465.0,0.21,0.19,0.2,-0.030000001,-12.5,11.0,2555,0.398443515625,False,REGULAR,USD,put
SPY250221P00470000,2025-01-22 20:53:56+00:00,470.0,0.25,0.2,0.21,0.0,0.0,216.0,151713,0.38672488281249995,False,REGULAR,USD,put
SPY250221P00475000,2025-01-23 16:22:59+00:00,475.0,0.22,0.21,0.22,-0.03999999,-15.384612,11.0,2371,0.37476211181640623,False,REGULAR,USD,put
SPY250221P00480000,2025-01-23 16:18:05+00:00,480.0,0.23,0.22,0.23,-0.049999997,-17.857141,2045.0,20696,0.3627993408203125,False,REGULAR,USD,put
SPY250221P00485000,2025-01-23 16:01:21+00:00,485.0,0.25,0.24,0.25,-0.03999999,-13.7931,1.0,2024,0.352545537109375,False,REGULAR,USD,put
SPY250221P00490000,2025-01-23 16:10:20+00:00,490.0,0.25,0.25,0.26,-0.060000002,-19.35484,59.0,4487,0.34009448974609374,False,REGULAR,USD,put
SPY250221P00495000,2025-01-23 15:54:50+00:00,495.0,0.27,0.27,0.28,-0.049999982,-15.624994,12.0,5869,0.3293524096679687,False,REGULAR,USD,put
SPY250221P00500000,2025-01-23 16:55:15+00:00,500.0,0.28,0.28,0.29,-0.06999999,-18.918917,2460.0,98763,0.31690136230468746,False,REGULAR,USD,put
SPY250221P00505000,2025-01-23 16:53:11+00:00,505.0,0.31,0.3,0.31,-0.050000012,-14.285716,14.0,14973,0.305671005859375,False,REGULAR,USD,put
SPY250221P00510000,2025-01-23 16:34:14+00:00,510.0,0.33,0.32,0.32,-0.059999973,-15.384608,38.0,92392,0.29273168212890616,False,REGULAR,USD,put
SPY250221P00515000,2025-01-23 16:43:02+00:00,515.0,0.34,0.34,0.35,-0.060000002,-15.0,15.0,9531,0.28247787841796873,False,REGULAR,USD,put
SPY250221P00520000,2025-01-23 16:36:06+00:00,520.0,0.36,0.36,0.37,-0.06999999,-16.279068,47.0,119542,0.270515107421875,False,REGULAR,USD,put
SPY250221P00525000,2025-01-23 15:58:58+00:00,525.0,0.4,0.38,0.39,-0.060000002,-13.043478,1.0,55965,0.25830819824218754,False,REGULAR,USD,put
SPY250221P00526000,2025-01-22 20:21:53+00:00,526.0,0.45,0.38,0.4,0.0,0.0,19.0,2183,0.2564771618652344,False,REGULAR,USD,put
SPY250221P00527000,2025-01-22 20:53:56+00:00,527.0,0.47,0.4,0.4,0.0,0.0,22.0,1097,0.2536695727539063,False,REGULAR,USD,put
SPY250221P00528000,2025-01-22 20:53:56+00:00,528.0,0.48,0.4,0.41,0.0,0.0,15.0,1626,0.25171646728515623,False,REGULAR,USD,put
SPY250221P00529000,2025-01-23 16:45:16+00:00,529.0,0.41,0.41,0.41,-0.06999999,-14.583332,12.0,1317,0.24878680908203127,False,REGULAR,USD,put
SPY250221P00530000,2025-01-23 16:44:26+00:00,530.0,0.42,0.41,0.42,-0.060000002,-12.5,32.0,16656,0.24695577270507812,False,REGULAR,USD,put
SPY250221P00531000,2025-01-22 20:53:56+00:00,531.0,0.5,0.42,0.43,0.0,0.0,30.0,791,0.24500266723632813,False,REGULAR,USD,put
SPY250221P00532000,2025-01-23 15:11:03+00:00,532.0,0.46,0.43,0.43,-0.049999982,-9.803918,2.0,1736,0.242195078125,False,REGULAR,USD,put
SPY250221P00533000,2025-01-23 16:20:39+00:00,533.0,0.45,0.43,0.44,-0.050000012,-10.000002,3.0,996,0.2401199035644531,False,REGULAR,USD,put
SPY250221P00534000,2025-01-23 16:23:31+00:00,534.0,0.44,0.44,0.45,-0.07999998,-15.384612,33.0,865,0.23804472900390622,False,REGULAR,USD,put
SPY250221P00535000,2025-01-23 16:54:21+00:00,535.0,0.45,0.44,0.45,-0.07999998,-15.0943365,31.0,9987,0.2352371398925781,False,REGULAR,USD,put
SPY250221P00536000,2025-01-23 16:02:07+00:00,536.0,0.46,0.45,0.47,-0.08000001,-14.8148155,13.0,778,0.23401644897460935,False,REGULAR,USD,put
SPY250221P00537000,2025-01-23 15:31:55+00:00,537.0,0.5,0.46,0.47,-0.050000012,-9.090911,4.0,2384,0.2310867907714844,False,REGULAR,USD,put
SPY250221P00538000,2025-01-22 20:53:56+00:00,538.0,0.53,0.47,0.48,-0.030000031,-5.357148,1.0,1572,0.22901161621093752,False,REGULAR,USD,put
SPY250221P00539000,2025-01-22 20:53:56+00:00,539.0,0.57,0.48,0.49,0.0,0.0,23.0,1549,0.2269364416503906,False,REGULAR,USD,put
SPY250221P00540000,2025-01-23 16:51:30+00:00,540.0,0.49,0.48,0.49,-0.099999964,-16.949146,495.0,23130,0.22400678344726557,False,REGULAR,USD,put
SPY250221P00541000,2025-01-23 15:04:58+00:00,541.0,0.54,0.5,0.51,-0.049999952,-8.474568,1.0,1016,0.22266402343749997,False,REGULAR,USD,put
SPY250221P00542000,2025-01-22 20:53:56+00:00,542.0,0.57,0.51,0.51,-0.030000031,-5.000005,4.0,3068,0.2196122961425781,False,REGULAR,USD,put
SPY250221P00543000,2025-01-23 16:45:17+00:00,543.0,0.51,0.51,0.52,-0.100000024,-16.393446,238.0,2018,0.21741505249023438,False,REGULAR,USD,put
SPY250221P00544000,2025-01-23 16:27:46+00:00,544.0,0.54,0.52,0.53,-0.07999998,-12.903223,11.0,1486,0.21521780883789063,False,REGULAR,USD,put
SPY250221P00545000,2025-01-23 16:44:49+00:00,545.0,0.53,0.53,0.55,-0.09000003,-14.516135,464.0,14638,0.21375297973632812,False,REGULAR,USD,put
SPY250221P00546000,2025-01-23 14:45:25+00:00,546.0,0.57,0.54,0.55,-0.07999998,-12.30769,3.0,2276,0.21070125244140625,False,REGULAR,USD,put
SPY250221P00547000,2025-01-23 16:03:21+00:00,547.0,0.56,0.56,0.57,-0.100000024,-15.151518,35.0,1219,0.20911435424804684,False,REGULAR,USD,put
SPY250221P00548000,2025-01-23 15:44:21+00:00,548.0,0.59,0.58,0.59,-0.09000003,-13.2353,180.0,18318,0.20752745605468748,False,REGULAR,USD,put
SPY250221P00549000,2025-01-23 15:36:31+00:00,549.0,0.59,0.58,0.59,-0.100000024,-14.492757,235.0,1316,0.20447572875976558,False,REGULAR,USD,put
SPY250221P00550000,2025-01-23 16:45:19+00:00,550.0,0.6,0.6,0.61,-0.099999964,-14.285709,11178.0,91013,0.20276676147460934,False,REGULAR,USD,put
SPY250221P00551000,2025-01-23 14:45:25+00:00,551.0,0.66,0.61,0.63,-0.06999999,-9.58904,1.0,22898,0.20093572509765623,False,REGULAR,USD,put
SPY250221P00552000,2025-01-23 16:49:10+00:00,552.0,0.62,0.63,0.64,-0.100000024,-13.888891,27.0,28350,0.19849434326171872,False,REGULAR,USD,put
SPY250221P00553000,2025-01-23 15:51:09+00:00,553.0,0.66,0.64,0.65,-0.099999964,-13.15789,3.0,9838,0.19605296142578127,False,REGULAR,USD,put
SPY250221P00554000,2025-01-23 16:51:13+00:00,554.0,0.66,0.67,0.68,-0.119999945,-15.384608,51.0,22128,0.1947102014160156,False,REGULAR,USD,put
SPY250221P00555000,2025-01-23 16:53:09+00:00,555.0,0.69,0.69,0.7,-0.089999974,-11.688309,176.0,21816,0.19275709594726562,False,REGULAR,USD,put
SPY250221P00556000,2025-01-23 16:36:50+00:00,556.0,0.7,0.69,0.7,-0.100000024,-12.345681,30.0,1492,0.18970536865234378,False,REGULAR,USD,put
SPY250221P00557000,2025-01-23 16:52:42+00:00,557.0,0.73,0.72,0.73,-0.120000005,-14.117646,213.0,33278,0.18824053955078124,False,REGULAR,USD,put
SPY250221P00558000,2025-01-23 16:45:17+00:00,558.0,0.73,0.74,0.75,-0.13999999,-16.091951,4.0,40404,0.18616536499023437,False,REGULAR,USD,put
SPY250221P00559000,2025-01-23 15:49:55+00:00,559.0,0.77,0.76,0.77,-0.120000005,-13.483147,43.0,27188,0.1840901904296875,False,REGULAR,USD,put
SPY250221P00560000,2025-01-23 16:54:30+00:00,560.0,0.79,0.79,0.8,-0.109999955,-12.359547,192.0,35395,0.18238122314453126,False,REGULAR,USD,put
SPY250221P00561000,2025-01-23 16:44:46+00:00,561.0,0.81,0.8,0.81,-0.13999999,-14.73684,61.0,24249,0.179695703125,False,REGULAR,USD,put
SPY250221P00562000,2025-01-23 16:53:07+00:00,562.0,0.84,0.84,0.85,-0.14000005,-14.432994,30.0,25882,0.17841397766113282,False,REGULAR,USD,put
SPY250221P00563000,2025-01-23 16:45:26+00:00,563.0,0.85,0.86,0.87,-0.14999998,-14.999998,145.0,3458,0.17609466491699222,False,REGULAR,USD,put
SPY250221P00564000,2025-01-22 20:56:15+00:00,564.0,0.92,0.89,0.9,-0.089999974,-8.910889,11.0,2438,0.17420259399414065,False,REGULAR,USD,put
SPY250221P00565000,2025-01-23 16:53:07+00:00,565.0,0.93,0.93,0.94,-0.12999994,-12.264145,736.0,47705,0.17273776489257814,False,REGULAR,USD,put
SPY250221P00566000,2025-01-23 16:52:44+00:00,566.0,0.97,0.95,0.97,-0.120000005,-11.009174,7.0,2557,0.1706625903320313,False,REGULAR,USD,put
SPY250221P00567000,2025-01-23 15:58:38+00:00,567.0,1.01,0.99,1.0,-0.120000005,-10.619469,4.0,8467,0.16858741577148442,False,REGULAR,USD,put
SPY250221P00568000,2025-01-23 16:25:41+00:00,568.0,1.04,1.03,1.04,-0.1500001,-12.605049,42.0,26078,0.16687844848632816,False,REGULAR,USD,put
SPY250221P00569000,2025-01-23 16:52:44+00:00,569.0,1.08,1.06,1.07,-0.15999997,-12.903223,96.0,2496,0.16468120483398438,False,REGULAR,USD,put
SPY250221P00570000,2025-01-23 16:52:25+00:00,570.0,1.13,1.11,1.12,-0.13,-10.31746,15984.0,90135,0.16315534118652347,False,REGULAR,USD,put
SPY250221P00571000,2025-01-23 15:56:30+00:00,571.0,1.18,1.15,1.17,-0.120000005,-9.230769,19.0,3133,0.16156844299316403,False,REGULAR,USD,put
SPY250221P00572000,2025-01-23 16:34:22+00:00,572.0,1.2,1.19,1.21,-0.17999995,-13.043474,1012.0,14441,0.15949326843261719,False,REGULAR,USD,put
SPY250221P00573000,2025-01-23 16:20:39+00:00,573.0,1.22,1.25,1.26,-0.19999993,-14.084502,87.0,3243,0.1577232666015625,False,REGULAR,USD,put
SPY250221P00574000,2025-01-23 16:53:11+00:00,574.0,1.31,1.29,1.3,-0.16000009,-10.884358,75.0,2687,0.15552602294921875,False,REGULAR,USD,put
SPY250221P00575000,2025-01-23 16:38:48+00:00,575.0,1.37,1.35,1.36,-0.13999999,-9.271522,962.0,55749,0.15393912475585939,False,REGULAR,USD,put
SPY250221P00576000,2025-01-23 16:35:32+00:00,576.0,1.42,1.42,1.42,-0.20000005,-12.345681,29.0,4211,0.15223015747070315,False,REGULAR,USD,put
SPY250221P00577000,2025-01-23 16:28:51+00:00,577.0,1.47,1.47,1.48,-0.22000003,-13.017754,18.0,4081,0.15039912109375003,False,REGULAR,USD,put
SPY250221P00578000,2025-01-23 16:48:22+00:00,578.0,1.53,1.53,1.54,-0.19000006,-11.0465145,150.0,5945,0.14850705017089844,False,REGULAR,USD,put
SPY250221P00579000,2025-01-23 16:35:15+00:00,579.0,1.62,1.62,1.64,-0.16999996,-9.497205,23.0,2728,0.1475915319824219,False,REGULAR,USD,put
SPY250221P00580000,2025-01-23 16:48:56+00:00,580.0,1.66,1.69,1.7,-0.26,-13.541667,2561.0,75026,0.14545532287597657,False,REGULAR,USD,put
SPY250221P00581000,2025-01-23 16:33:08+00:00,581.0,1.76,1.77,1.78,-0.24000001,-12.0,25.0,4623,0.14380739013671873,False,REGULAR,USD,put
SPY250221P00582000,2025-01-23 16:55:02+00:00,582.0,1.85,1.83,1.85,-0.19999993,-10.050248,27.0,5133,0.14173221557617188,False,REGULAR,USD,put
SPY250221P00583000,2025-01-23 16:53:09+00:00,583.0,1.95,1.93,1.95,-0.25,-11.363636,63.0,3167,0.1403284210205078,False,REGULAR,USD,put
SPY250221P00584000,2025-01-23 16:52:42+00:00,584.0,2.05,2.05,2.07,-0.25,-10.869565,556.0,5470,0.13922979919433598,False,REGULAR,USD,put
SPY250221P00585000,2025-01-23 16:54:08+00:00,585.0,2.14,2.13,2.15,-0.26999998,-11.440678,711.0,42811,0.13706307281494146,False,REGULAR,USD,put
SPY250221P00586000,2025-01-23 16:54:37+00:00,586.0,2.24,2.23,2.24,-0.28999996,-11.599998,170.0,2940,0.13501841552734378,False,REGULAR,USD,put
SPY250221P00587000,2025-01-23 16:53:07+00:00,587.0,2.37,2.34,2.36,-0.2900002,-10.902263,216.0,4996,0.1334925518798828,False,REGULAR,USD,put
SPY250221P00588000,2025-01-23 16:22:54+00:00,588.0,2.53,2.47,2.49,-0.26,-9.318996,159.0,9070,0.1320277227783203,False,REGULAR,USD,put
SPY250221P00589000,2025-01-23 16:50:15+00:00,589.0,2.55,2.61,2.63,-0.3800001,-12.969287,70.0,2286,0.13062392822265623,False,REGULAR,USD,put
SPY250221P00590000,2025-01-23 16:54:31+00:00,590.0,2.74,2.73,2.75,-0.31999993,-10.42345,7490.0,39352,0.12867082275390623,False,REGULAR,USD,put
SPY250221P00591000,2025-01-23 16:52:30+00:00,591.0,2.93,2.89,2.91,-0.24000001,-7.5709777,46.0,3619,0.12732806274414063,False,REGULAR,USD,put
SPY250221P00592000,2025-01-23 16:52:16+00:00,592.0,3.09,3.03,3.05,-0.25,-7.48503,117.0,3963,0.12543599182128906,False,REGULAR,USD,put
SPY250221P00593000,2025-01-23 16:51:11+00:00,593.0,3.2,3.18,3.2,-0.37999988,-10.614522,250.0,5889,0.1235439208984375,False,REGULAR,USD,put
SPY250221P00594000,2025-01-23 16:50:17+00:00,594.0,3.3,3.41,3.43,-0.47000003,-12.466845,103.0,3329,0.12293357543945313,False,REGULAR,USD,put
SPY250221P00595000,2025-01-23 16:54:08+00:00,595.0,3.56,3.55,3.57,-0.4100001,-10.327457,5454.0,33662,0.12049219360351562,False,REGULAR,USD,put
SPY250221P00596000,2025-01-23 16:54:08+00:00,596.0,3.76,3.74,3.76,-0.37999988,-9.429278,122.0,3109,0.11878322631835936,False,REGULAR,USD,put
SPY250221P00597000,2025-01-23 16:45:58+00:00,597.0,3.85,3.98,4.01,-0.48000002,-11.08545,121.0,3234,0.1178677081298828,False,REGULAR,USD,put
SPY250221P00598000,2025-01-23 16:47:16+00:00,598.0,4.17,4.17,4.2,-0.5,-10.706638,566.0,2663,0.1157314990234375,False,REGULAR,USD,put
SPY250221P00599000,2025-01-23 16:46:50+00:00,599.0,4.38,4.41,4.44,-0.50999975,-10.429443,383.0,4780,0.11417511810302736,False,REGULAR,USD,put
SPY250221P00600000,2025-01-23 16:54:30+00:00,600.0,4.67,4.66,4.68,-0.5,-9.67118,5317.0,34231,0.11240511627197264,False,REGULAR,USD,put
SPY250221P00601000,2025-01-23 16:52:39+00:00,601.0,5.0,4.95,4.98,-0.3699999,-6.890128,143.0,1710,0.11133701171874999,False,REGULAR,USD,put
SPY250221P00602000,2025-01-23 16:53:36+00:00,602.0,5.23,5.21,5.24,-0.4699998,-8.24561,152.0,3163,0.10938390625,False,REGULAR,USD,put
SPY250221P00603000,2025-01-23 16:45:10+00:00,603.0,5.45,5.51,5.54,-0.6300001,-10.361844,243.0,1438,0.10776649078369141,False,REGULAR,USD,put
SPY250221P00604000,2025-01-23 16:52:43+00:00,604.0,5.91,5.83,5.86,-0.5500002,-8.513935,121.0,1125,0.10621010986328125,False,REGULAR,USD,put
SPY250221P00605000,2025-01-23 16:54:30+00:00,605.0,6.18,6.17,6.2,-0.61000013,-8.983802,2076.0,31257,0.10465372894287109,False,REGULAR,USD,put
SPY250221P00606000,2025-01-23 16:54:43+00:00,606.0,6.55,6.52,6.55,-0.63999987,-9.014083,1241.0,1472,0.10294476165771484,False,REGULAR,USD,put
SPY250221P00607000,2025-01-23 16:53:18+00:00,607.0,6.97,6.92,6.94,-0.6300001,-8.289475,630.0,1872,0.10147993255615234,False,REGULAR,USD,put
SPY250221P00608000,2025-01-23 16:49:59+00:00,608.0,7.21,7.31,7.33,-0.75999975,-9.535756,215.0,3996,0.09974044799804688,True,REGULAR,USD,put
SPY250221P00609000,2025-01-23 16:08:21+00:00,609.0,7.91,7.74,7.76,-0.52999973,-6.279618,121.0,763,0.09821458435058594,True,REGULAR,USD,put
SPY250221P00610000,2025-01-23 16:52:43+00:00,610.0,8.3,8.24,8.27,-0.65999985,-7.36607,925.0,15105,0.0975126870727539,True,REGULAR,USD,put
SPY250221P00611000,2025-01-23 16:45:29+00:00,611.0,8.45,8.67,8.7,-0.64000034,-7.040707,315.0,522,0.09525440887451173,True,REGULAR,USD,put
SPY250221P00612000,2025-01-23 15:38:04+00:00,612.0,9.0,9.07,9.3,-0.8000002,-8.163267,15.0,714,0.09516285705566407,True,REGULAR,USD,put
SPY250221P00613000,2025-01-22 20:59:50+00:00,613.0,10.42,9.55,9.91,0.0,0.0,27.0,592,0.09485768432617189,True,REGULAR,USD,put
SPY250221P00614000,2025-01-23 16:46:40+00:00,614.0,9.63,10.1,10.48,-0.80999947,-7.758616,6.0,993,0.0935759588623047,True,REGULAR,USD,put
SPY250221P00615000,2025-01-23 16:45:22+00:00,615.0,10.6,10.71,11.07,-1.1700001,-9.940527,102.0,2567,0.09220268157958984,True,REGULAR,USD,put
SPY250221P00616000,2025-01-23 15:16:43+00:00,616.0,11.35,11.24,11.73,-3.0199995,-21.016,3.0,8,0.0915007843017578,True,REGULAR,USD,put
SPY250221P00617000,2025-01-23 15:13:08+00:00,617.0,13.09,11.66,12.41,0.13000011,1.0030873,6.0,10,0.09076836975097656,True,REGULAR,USD,put
SPY250221P00618000,2025-01-22 16:23:38+00:00,618.0,13.35,12.59,13.08,0.0,0.0,2.0,4,0.08942560974121094,True,REGULAR,USD,put
SPY250221P00619000,2025-01-22 20:44:26+00:00,619.0,13.98,13.03,13.75,0.0,0.0,2.0,5,0.08759457336425781,True,REGULAR,USD,put
SPY250221P00620000,2025-01-23 16:32:34+00:00,620.0,14.17,13.85,14.44,-1.1300001,-7.385622,110.0,5064,0.08551939880371096,True,REGULAR,USD,put
SPY250221P00621000,2025-01-23 16:01:01+00:00,621.0,15.18,14.52,15.18,-8.699999,-36.432156,2.0,2,0.08390198333740237,True,REGULAR,USD,put
SPY250221P00622000,2025-01-17 21:06:47+00:00,622.0,24.84,15.18,15.97,0.0,0.0,104.0,52,0.08283387878417971,True,REGULAR,USD,put
SPY250221P00623000,2025-01-23 16:32:09+00:00,623.0,16.39,15.96,16.88,-1.0799999,-6.182026,3.0,16,0.08417663879394534,True,REGULAR,USD,put
SPY250221P00624000,2025-01-22 20:38:37+00:00,624.0,17.75,16.72,17.69,0.0,0.0,19.0,19,0.08265077514648439,True,REGULAR,USD,put
SPY250221P00625000,2025-01-22 19:34:43+00:00,625.0,18.55,17.8,18.46,0.0,0.0,11.0,44,0.07917180603027345,True,REGULAR,USD,put
SPY250221P00630000,2025-01-23 15:00:36+00:00,630.0,23.8,22.35,23.0,0.19999886,0.84745276,14.0,114,0.07373973144531251,True,REGULAR,USD,put
SPY250221P00635000,2025-01-22 19:35:31+00:00,635.0,28.02,27.07,27.73,0.0,0.0,3.0,3,1.0000000000000003e-05,True,REGULAR,USD,put
SPY250221P00640000,2025-01-22 15:50:24+00:00,640.0,33.1,32.12,32.95,0.0,0.0,5.0,4,0.0942473388671875,True,REGULAR,USD,put
SPY250221P00645000,2025-01-14 20:53:31+00:00,645.0,63.57,37.07,38.1,0.0,0.0,1.0,0,0.11805081176757812,True,REGULAR,USD,put
SPY250221P00650000,2025-01-22 17:04:01+00:00,650.0,43.75,42.14,42.94,1.3199997,3.1110055,1.0,75,0.11597563720703125,True,REGULAR,USD,put
SPY250221P00655000,2025-01-21 14:30:00+00:00,655.0,52.36,47.1,49.13,0.0,0.0,1.0,0,0.19214675048828128,True,REGULAR,USD,put
SPY250221P00660000,2025-01-21 20:19:20+00:00,660.0,57.58,51.11,53.21,0.0,0.0,1.0,0,0.16199568481445312,True,REGULAR,USD,put
SPY250221P00670000,2025-01-22 20:35:57+00:00,670.0,62.7,62.01,63.26,0.0,0.0,2.0,3,0.18909502319335939,True,REGULAR,USD,put
