contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,type,expirationDate,midprice,smoothed_midprice
SPY250221C00660000,2025-01-23 16:36:12+00:00,660.0,0.08,0.08,0.09,-0.010000005,-11.111116,30.0,2690,0.1274501318359375,call,2025-02-21,0.08499999999999999,0.17860221817497235
SPY250221C00665000,2025-01-23 16:38:35+00:00,665.0,0.08,0.07,0.08,0.0,0.0,1249.0,13353,0.1352625537109375,call,2025-02-21,0.07500000000000001,0.12750536201988
SPY250221C00670000,2025-01-23 16:38:35+00:00,670.0,0.07,0.06,0.07,0.0,0.0,6050.0,9407,0.14258669921875,call,2025-02-21,0.065,0.09589587144247064
SPY250221C00675000,2025-01-23 16:38:35+00:00,675.0,0.06,0.06,0.07,0.0,0.0,8.0,2944,0.1523522265625,call,2025-02-21,0.065,0.07659828562990537
SPY250221C00680000,2025-01-22 20:53:56+00:00,680.0,0.05,0.04,0.05,0.0,0.0,374.0,2342,0.155281884765625,call,2025-02-21,0.045,0.06463591764273588
SPY250221C00685000,2025-01-22 20:53:56+00:00,685.0,0.05,0.05,0.06,0.0,0.0,11.0,5549,0.1674887939453125,call,2025-02-21,0.055,0.056825639177642585
SPY250221C00690000,2025-01-22 20:53:56+00:00,690.0,0.04,0.05,0.06,0.0,0.0,245.0,1415,0.1762777685546875,call,2025-02-21,0.055,0.051248799924402275
SPY250221C00695000,2025-01-22 21:01:46+00:00,695.0,0.04,0.04,0.05,0.0,0.0,2165.0,4118,0.18164880859375,call,2025-02-21,0.045,0.04681713174579531
SPY250221C00700000,2025-01-23 16:52:05+00:00,700.0,0.05,0.04,0.05,0.010000002,50.00001,5.0,4333,0.1899495068359375,call,2025-02-21,0.045,0.04294709882256983
SPY250221C00705000,2025-01-23 15:32:49+00:00,705.0,0.03,0.03,0.04,0.0,0.0,1005.0,2395,0.19336744140625,call,2025-02-21,0.035,0.03938520101103127
SPY250221C00710000,2025-01-23 16:09:09+00:00,710.0,0.02,0.03,0.04,-0.01,-33.333336,1.0,3030,0.2021564160156249,call,2025-02-21,0.035,0.036062748690518634
SPY250221C00715000,2025-01-22 20:53:56+00:00,715.0,0.03,0.03,0.04,0.0,0.0,2237.0,2299,0.2099688378906249,call,2025-02-21,0.035,0.03299187695170283
SPY250221C00720000,2025-01-22 20:53:56+00:00,720.0,0.02,0.02,0.03,0.0,0.0,3989.0,5511,0.2119219433593749,call,2025-02-21,0.025,0.030195592816460257
SPY250221C00725000,2025-01-23 15:29:45+00:00,725.0,0.02,0.02,0.03,0.0,0.0,1000.0,2553,0.2197343652343749,call,2025-02-21,0.025,0.027670600557783864
SPY250221C00730000,2025-01-22 20:53:56+00:00,730.0,0.02,0.02,0.03,0.0,0.0,30.0,4942,0.2265702343749999,call,2025-02-21,0.025,0.025384187936077798
SPY250221C00735000,2025-01-22 20:53:56+00:00,735.0,0.02,0.02,0.03,0.0,0.0,30.0,2076,0.23438265625,call,2025-02-21,0.025,0.02329626936281847
SPY250221C00740000,2025-01-22 20:53:56+00:00,740.0,0.02,0.02,0.03,0.0,0.0,2077.0,5723,0.242195078125,call,2025-02-21,0.025,0.021388499490642456
SPY250221C00745000,2025-01-22 20:53:56+00:00,745.0,0.01,0.01,0.02,0.0,0.0,2075.0,2319,0.2402419726562499,call,2025-02-21,0.015,0.019680122709689628
SPY250221C00750000,2025-01-22 20:53:56+00:00,750.0,0.01,0.01,0.02,0.0,0.0,28.0,376,0.24805439453125,call,2025-02-21,0.015,0.018214222325268828
SPY250221C00755000,2025-01-22 20:53:56+00:00,755.0,0.01,0.01,0.02,0.0,0.0,29.0,378,0.2539137109375,call,2025-02-21,0.015,0.01702866386774691
SPY250221C00760000,2025-01-22 20:53:56+00:00,760.0,0.01,0.01,0.02,0.0,0.0,37.0,2248,0.2617261328125,call,2025-02-21,0.015,0.016125067050215883
SPY250221C00765000,2025-01-22 20:53:56+00:00,765.0,0.01,0.01,0.02,0.0,0.0,63.0,931,0.2695385546875,call,2025-02-21,0.015,0.015460733251104034
SPY250221C00770000,2025-01-23 16:06:30+00:00,770.0,0.01,0.01,0.02,0.0,0.0,881.0,3456,0.2753978710937499,call,2025-02-21,0.015,0.014972351043640513
SPY250221C00775000,2025-01-23 16:06:00+00:00,775.0,0.01,0.01,0.02,0.0,0.0,881.0,5705,0.2812571874999999,call,2025-02-21,0.015,0.014618782563217664
SPY250221C00780000,2025-01-22 20:53:59+00:00,780.0,0.02,0.01,0.02,0.0,0.0,38.0,483,0.2890696093749999,call,2025-02-21,0.015,0.014425969251573283
SPY250221C00785000,2025-01-22 20:57:43+00:00,785.0,0.01,0.01,0.02,0.0,0.0,36.0,604,0.2949289257812499,call,2025-02-21,0.015,0.014505565904946695
SPY250221C00790000,2025-01-22 15:41:34+00:00,790.0,0.01,0.01,0.02,0.0,0.0,1.0,401,0.30274134765625,call,2025-02-21,0.015,0.01503111289850215
SPY250221C00795000,2025-01-22 20:53:56+00:00,795.0,0.01,0.0,0.01,0.0,0.0,25.0,2700,0.2929758203124999,call,2025-02-21,0.005,0.01617265956290139
SPY250221C00800000,2025-01-22 20:53:56+00:00,800.0,0.01,0.0,0.01,0.0,0.0,25.0,653,0.2968820312499999,call,2025-02-21,0.005,0.018015342879364096
SPY250221P00300000,2025-01-22 20:55:57+00:00,300.0,0.04,0.02,0.03,0.0,0.0,1613.0,7804,0.789064609375,put,2025-02-21,0.025,0.0205088724522026
SPY250221P00305000,2025-01-23 15:21:08+00:00,305.0,0.03,0.02,0.03,0.0,0.0,12.0,9680,0.773439765625,put,2025-02-21,0.025,0.023478291425813723
SPY250221P00310000,2025-01-23 16:25:53+00:00,310.0,0.03,0.02,0.03,0.0,0.0,64.0,8242,0.7578149218750001,put,2025-02-21,0.025,0.026690457889775834
SPY250221P00315000,2025-01-22 20:53:56+00:00,315.0,0.04,0.03,0.04,0.0,0.0,811.0,6374,0.7617211328125001,put,2025-02-21,0.035,0.02994115302804241
SPY250221P00320000,2025-01-22 20:53:56+00:00,320.0,0.04,0.03,0.04,0.0,0.0,155.0,849,0.7421900781249999,put,2025-02-21,0.035,0.03311437578775821
SPY250221P00325000,2025-01-23 15:52:16+00:00,325.0,0.03,0.03,0.04,-0.01,-25.0,2.0,8148,0.726565234375,put,2025-02-21,0.035,0.03619106918751418
SPY250221P00330000,2025-01-23 16:26:49+00:00,330.0,0.03,0.03,0.04,-0.020000001,-40.000004,23.0,3116,0.710940390625,put,2025-02-21,0.035,0.03921731507793871
SPY250221P00335000,2025-01-23 15:52:16+00:00,335.0,0.04,0.04,0.05,-0.010000002,-20.000002,2.0,3366,0.70898728515625,put,2025-02-21,0.045,0.0422568617554123
SPY250221P00340000,2025-01-23 15:30:28+00:00,340.0,0.04,0.04,0.05,-0.010000002,-20.000002,1.0,882,0.6914093359375001,put,2025-02-21,0.045,0.0453573075103421
SPY250221P00345000,2025-01-23 15:29:16+00:00,345.0,0.05,0.04,0.05,-0.009999998,-16.666662,1.0,24722,0.6757844921875001,put,2025-02-21,0.045,0.04853856359341172
SPY250221P00350000,2025-01-23 16:26:14+00:00,350.0,0.05,0.05,0.06,-0.009999998,-16.666662,5.0,1701,0.6718782812500002,put,2025-02-21,0.055,0.05180283380028626
SPY250221P00355000,2025-01-23 15:30:01+00:00,355.0,0.05,0.05,0.06,-0.02,-28.571428,1.0,703,0.6562534375000001,put,2025-02-21,0.055,0.05515055976012668
SPY250221P00360000,2025-01-22 20:53:56+00:00,360.0,0.07,0.05,0.06,0.0,0.0,160.0,880,0.64062859375,put,2025-02-21,0.055,0.05859606864316273
SPY250221P00365000,2025-01-22 20:53:56+00:00,365.0,0.07,0.06,0.07,0.0,0.0,133.0,2064,0.6347692773437501,put,2025-02-21,0.065,0.062174593269239506
SPY250221P00370000,2025-01-22 20:53:56+00:00,370.0,0.08,0.06,0.07,0.0,0.0,116.0,533,0.6191444335937502,put,2025-02-21,0.065,0.06594198634448024
SPY250221P00375000,2025-01-22 20:53:56+00:00,375.0,0.08,0.06,0.07,0.0,0.0,144.0,9379,0.6035195898437502,put,2025-02-21,0.065,0.06996645663361592
SPY250221P00380000,2025-01-22 20:53:56+00:00,380.0,0.09,0.07,0.08,0.0,0.0,165.0,12216,0.59570716796875,put,2025-02-21,0.07500000000000001,0.07431871080333352
SPY250221P00385000,2025-01-22 20:53:56+00:00,385.0,0.1,0.07,0.08,0.0,0.0,89.0,1015,0.5800823242187501,put,2025-02-21,0.07500000000000001,0.07906355043592074
SPY250221P00390000,2025-01-22 20:53:56+00:00,390.0,0.09,0.08,0.09,-0.009999998,-9.999997,1.0,1190,0.5722699023437501,put,2025-02-21,0.08499999999999999,0.08424837818310763
SPY250221P00395000,2025-01-23 15:58:53+00:00,395.0,0.09,0.08,0.09,-0.009999998,-9.999997,76.0,1173,0.5566450585937501,put,2025-02-21,0.08499999999999999,0.08989331595274645
SPY250221P00400000,2025-01-23 16:55:15+00:00,400.0,0.1,0.09,0.1,-0.019999996,-16.666662,133.0,89260,0.5488326367187502,put,2025-02-21,0.095,0.09597850336071005
SPY250221P00405000,2025-01-23 15:52:28+00:00,405.0,0.1,0.09,0.1,-0.019999996,-16.666662,8.0,895,0.53320779296875,put,2025-02-21,0.095,0.10243911176495794
SPY250221P00410000,2025-01-22 20:53:56+00:00,410.0,0.12,0.11,0.12,-0.009999998,-7.692306,10.0,78358,0.5293015820312501,put,2025-02-21,0.11499999999999999,0.10917545928290896
SPY250221P00415000,2025-01-23 14:38:09+00:00,415.0,0.13,0.11,0.12,-0.010000005,-7.1428604,1.0,10494,0.514653291015625,put,2025-02-21,0.11499999999999999,0.1160824798666858
SPY250221P00420000,2025-01-23 15:24:04+00:00,420.0,0.12,0.12,0.13,-0.030000009,-20.000006,11.0,77199,0.5039112109375,put,2025-02-21,0.125,0.12308688658381747
SPY250221P00425000,2025-01-22 20:53:55+00:00,425.0,0.15,0.13,0.13,0.0,0.0,145.0,791,0.4917043017578125,put,2025-02-21,0.13,0.13017225853767983
SPY250221P00430000,2025-01-23 15:15:19+00:00,430.0,0.15,0.13,0.14,-0.00999999,-6.2499943,41.0,2891,0.481450498046875,put,2025-02-21,0.135,0.13737926096145459
SPY250221P00435000,2025-01-22 20:53:56+00:00,435.0,0.17,0.14,0.15,0.0,0.0,138.0,1119,0.4702201416015625,put,2025-02-21,0.14500000000000002,0.14478504908113876
SPY250221P00440000,2025-01-22 20:53:56+00:00,440.0,0.15,0.14,0.15,-0.030000001,-16.666666,1.0,5436,0.4555718505859375,put,2025-02-21,0.14500000000000002,0.15247356845755444
SPY250221P00445000,2025-01-22 20:53:56+00:00,445.0,0.16,0.16,0.17,-0.030000001,-15.789474,2.0,1735,0.4477594287109374,put,2025-02-21,0.165,0.16051823406170218
SPY250221P00450000,2025-01-23 16:25:21+00:00,450.0,0.16,0.16,0.17,-0.040000007,-20.000002,44.0,156675,0.4331111376953125,put,2025-02-21,0.165,0.16898056449330928
SPY250221P00455000,2025-01-22 20:53:56+00:00,455.0,0.21,0.17,0.18,0.0,0.0,103.0,1806,0.42188078125,put,2025-02-21,0.175,0.17792083393716807
SPY250221P00460000,2025-01-23 15:26:10+00:00,460.0,0.19,0.18,0.19,-0.040000007,-17.391306,2.0,152852,0.4101621484375,put,2025-02-21,0.185,0.18741012818826427
SPY250221P00465000,2025-01-23 14:44:18+00:00,465.0,0.21,0.19,0.2,-0.030000001,-12.5,11.0,2555,0.398443515625,put,2025-02-21,0.195,0.19753379138859145
SPY250221P00470000,2025-01-22 20:53:56+00:00,470.0,0.25,0.2,0.21,0.0,0.0,216.0,151713,0.3867248828124999,put,2025-02-21,0.20500000000000002,0.20838443853266453
SPY250221P00475000,2025-01-23 16:22:59+00:00,475.0,0.22,0.21,0.22,-0.03999999,-15.384612,11.0,2371,0.3747621118164062,put,2025-02-21,0.215,0.2200463491085321
SPY250221P00480000,2025-01-23 16:18:05+00:00,480.0,0.23,0.22,0.23,-0.049999997,-17.857141,2045.0,20696,0.3627993408203125,put,2025-02-21,0.225,0.2325796639177522
SPY250221P00485000,2025-01-23 16:01:21+00:00,485.0,0.25,0.24,0.25,-0.03999999,-13.7931,1.0,2024,0.352545537109375,put,2025-02-21,0.245,0.2460086129369997
SPY250221P00490000,2025-01-23 16:10:20+00:00,490.0,0.25,0.25,0.26,-0.060000002,-19.35484,59.0,4487,0.3400944897460937,put,2025-02-21,0.255,0.2603181396024555
SPY250221P00495000,2025-01-23 15:54:50+00:00,495.0,0.27,0.27,0.28,-0.049999982,-15.624994,12.0,5869,0.3293524096679687,put,2025-02-21,0.275,0.27544694828243055
SPY250221P00500000,2025-01-23 16:55:15+00:00,500.0,0.28,0.28,0.29,-0.06999999,-18.918917,2460.0,98763,0.3169013623046874,put,2025-02-21,0.28500000000000003,0.29126698427479003
SPY250221P00505000,2025-01-23 16:53:11+00:00,505.0,0.31,0.3,0.31,-0.050000012,-14.285716,14.0,14973,0.305671005859375,put,2025-02-21,0.305,0.3075499223214706
SPY250221P00510000,2025-01-23 16:34:14+00:00,510.0,0.33,0.32,0.32,-0.059999973,-15.384608,38.0,92392,0.2927316821289061,put,2025-02-21,0.32,0.3239395746657803
SPY250221P00515000,2025-01-23 16:43:02+00:00,515.0,0.34,0.34,0.35,-0.060000002,-15.0,15.0,9531,0.2824778784179687,put,2025-02-21,0.345,0.33996452605271693
SPY250221P00520000,2025-01-23 16:36:06+00:00,520.0,0.36,0.36,0.37,-0.06999999,-16.279068,47.0,119542,0.270515107421875,put,2025-02-21,0.365,0.35510801798958047
SPY250221P00525000,2025-01-23 15:58:58+00:00,525.0,0.4,0.38,0.39,-0.060000002,-13.043478,1.0,55965,0.2583081982421875,put,2025-02-21,0.385,0.36892239745435157
SPY250221P00526000,2025-01-22 20:21:53+00:00,526.0,0.45,0.38,0.4,0.0,0.0,19.0,2183,0.2564771618652344,put,2025-02-21,0.39,0.3811415619030173
SPY250221P00527000,2025-01-22 20:53:56+00:00,527.0,0.47,0.4,0.4,0.0,0.0,22.0,1097,0.2536695727539063,put,2025-02-21,0.4,0.3917393248746046
SPY250221P00528000,2025-01-22 20:53:56+00:00,528.0,0.48,0.4,0.41,0.0,0.0,15.0,1626,0.2517164672851562,put,2025-02-21,0.405,0.40090962790748047
SPY250221P00529000,2025-01-23 16:45:16+00:00,529.0,0.41,0.41,0.41,-0.06999999,-14.583332,12.0,1317,0.2487868090820312,put,2025-02-21,0.41,0.40898591364296005
SPY250221P00530000,2025-01-23 16:44:26+00:00,530.0,0.42,0.41,0.42,-0.060000002,-12.5,32.0,16656,0.2469557727050781,put,2025-02-21,0.415,0.41633946634528096
SPY250221P00531000,2025-01-22 20:53:56+00:00,531.0,0.5,0.42,0.43,0.0,0.0,30.0,791,0.2450026672363281,put,2025-02-21,0.425,0.4233033137300996
SPY250221P00532000,2025-01-23 15:11:03+00:00,532.0,0.46,0.43,0.43,-0.049999982,-9.803918,2.0,1736,0.242195078125,put,2025-02-21,0.43,0.4301364395821338
SPY250221P00533000,2025-01-23 16:20:39+00:00,533.0,0.45,0.43,0.44,-0.050000012,-10.000002,3.0,996,0.2401199035644531,put,2025-02-21,0.435,0.4370240138792571
SPY250221P00534000,2025-01-23 16:23:31+00:00,534.0,0.44,0.44,0.45,-0.07999998,-15.384612,33.0,865,0.2380447290039062,put,2025-02-21,0.445,0.4440897784680049
SPY250221P00535000,2025-01-23 16:54:21+00:00,535.0,0.45,0.44,0.45,-0.07999998,-15.0943365,31.0,9987,0.2352371398925781,put,2025-02-21,0.445,0.4514091958520892
SPY250221P00536000,2025-01-23 16:02:07+00:00,536.0,0.46,0.45,0.47,-0.08000001,-14.8148155,13.0,778,0.2340164489746093,put,2025-02-21,0.45999999999999996,0.45901534104188835
SPY250221P00537000,2025-01-23 15:31:55+00:00,537.0,0.5,0.46,0.47,-0.050000012,-9.090911,4.0,2384,0.2310867907714844,put,2025-02-21,0.46499999999999997,0.46690719374510625
SPY250221P00538000,2025-01-22 20:53:56+00:00,538.0,0.53,0.47,0.48,-0.030000031,-5.357148,1.0,1572,0.2290116162109375,put,2025-02-21,0.475,0.4750651260430886
SPY250221P00539000,2025-01-22 20:53:56+00:00,539.0,0.57,0.48,0.49,0.0,0.0,23.0,1549,0.2269364416503906,put,2025-02-21,0.485,0.4834707784642111
SPY250221P00540000,2025-01-23 16:51:30+00:00,540.0,0.49,0.48,0.49,-0.099999964,-16.949146,495.0,23130,0.2240067834472655,put,2025-02-21,0.485,0.492127958422537
SPY250221P00541000,2025-01-23 15:04:58+00:00,541.0,0.54,0.5,0.51,-0.049999952,-8.474568,1.0,1016,0.2226640234374999,put,2025-02-21,0.505,0.5010785669225835
SPY250221P00542000,2025-01-22 20:53:56+00:00,542.0,0.57,0.51,0.51,-0.030000031,-5.000005,4.0,3068,0.2196122961425781,put,2025-02-21,0.51,0.5104073170686825
SPY250221P00543000,2025-01-23 16:45:17+00:00,543.0,0.51,0.51,0.52,-0.100000024,-16.393446,238.0,2018,0.2174150524902343,put,2025-02-21,0.515,0.520228937976149
SPY250221P00544000,2025-01-23 16:27:46+00:00,544.0,0.54,0.52,0.53,-0.07999998,-12.903223,11.0,1486,0.2152178088378906,put,2025-02-21,0.525,0.5306592680589757
SPY250221P00545000,2025-01-23 16:44:49+00:00,545.0,0.53,0.53,0.55,-0.09000003,-14.516135,464.0,14638,0.2137529797363281,put,2025-02-21,0.54,0.541781624687492
SPY250221P00546000,2025-01-23 14:45:25+00:00,546.0,0.57,0.54,0.55,-0.07999998,-12.30769,3.0,2276,0.2107012524414062,put,2025-02-21,0.545,0.553622249450776
SPY250221P00547000,2025-01-23 16:03:21+00:00,547.0,0.56,0.56,0.57,-0.100000024,-15.151518,35.0,1219,0.2091143542480468,put,2025-02-21,0.565,0.5661559595520174
SPY250221P00548000,2025-01-23 15:44:21+00:00,548.0,0.59,0.58,0.59,-0.09000003,-13.2353,180.0,18318,0.2075274560546874,put,2025-02-21,0.585,0.5793377913498088
SPY250221P00549000,2025-01-23 15:36:31+00:00,549.0,0.59,0.58,0.59,-0.100000024,-14.492757,235.0,1316,0.2044757287597655,put,2025-02-21,0.585,0.5931387060466717
SPY250221P00550000,2025-01-23 16:45:19+00:00,550.0,0.6,0.6,0.61,-0.099999964,-14.285709,11178.0,91013,0.2027667614746093,put,2025-02-21,0.605,0.6075670703546903
SPY250221P00551000,2025-01-23 14:45:25+00:00,551.0,0.66,0.61,0.63,-0.06999999,-9.58904,1.0,22898,0.2009357250976562,put,2025-02-21,0.62,0.6226572026860697
SPY250221P00552000,2025-01-23 16:49:10+00:00,552.0,0.62,0.63,0.64,-0.100000024,-13.888891,27.0,28350,0.1984943432617187,put,2025-02-21,0.635,0.6384466759150434
SPY250221P00553000,2025-01-23 15:51:09+00:00,553.0,0.66,0.64,0.65,-0.099999964,-13.15789,3.0,9838,0.1960529614257812,put,2025-02-21,0.645,0.6549599596436483
SPY250221P00554000,2025-01-23 16:51:13+00:00,554.0,0.66,0.67,0.68,-0.119999945,-15.384608,51.0,22128,0.1947102014160156,put,2025-02-21,0.675,0.6722143068825914
SPY250221P00555000,2025-01-23 16:53:09+00:00,555.0,0.69,0.69,0.7,-0.089999974,-11.688309,176.0,21816,0.1927570959472656,put,2025-02-21,0.695,0.6902456901130687
SPY250221P00556000,2025-01-23 16:36:50+00:00,556.0,0.7,0.69,0.7,-0.100000024,-12.345681,30.0,1492,0.1897053686523437,put,2025-02-21,0.695,0.7091277748057188
SPY250221P00557000,2025-01-23 16:52:42+00:00,557.0,0.73,0.72,0.73,-0.120000005,-14.117646,213.0,33278,0.1882405395507812,put,2025-02-21,0.725,0.7289723558294413
SPY250221P00558000,2025-01-23 16:45:17+00:00,558.0,0.73,0.74,0.75,-0.13999999,-16.091951,4.0,40404,0.1861653649902343,put,2025-02-21,0.745,0.7499126943553412
SPY250221P00559000,2025-01-23 15:49:55+00:00,559.0,0.77,0.76,0.77,-0.120000005,-13.483147,43.0,27188,0.1840901904296875,put,2025-02-21,0.765,0.7720821602057293
SPY250221P00560000,2025-01-23 16:54:30+00:00,560.0,0.79,0.79,0.8,-0.109999955,-12.359547,192.0,35395,0.1823812231445312,put,2025-02-21,0.795,0.795601966617085
SPY250221P00561000,2025-01-23 16:44:46+00:00,561.0,0.81,0.8,0.81,-0.13999999,-14.73684,61.0,24249,0.179695703125,put,2025-02-21,0.805,0.8205786754367606
SPY250221P00562000,2025-01-23 16:53:07+00:00,562.0,0.84,0.84,0.85,-0.14000005,-14.432994,30.0,25882,0.1784139776611328,put,2025-02-21,0.845,0.8471005679871284
SPY250221P00563000,2025-01-23 16:45:26+00:00,563.0,0.85,0.86,0.87,-0.14999998,-14.999998,145.0,3458,0.1760946649169922,put,2025-02-21,0.865,0.875235989156579
SPY250221P00564000,2025-01-22 20:56:15+00:00,564.0,0.92,0.89,0.9,-0.089999974,-8.910889,11.0,2438,0.1742025939941406,put,2025-02-21,0.895,0.9050385524225475
SPY250221P00565000,2025-01-23 16:53:07+00:00,565.0,0.93,0.93,0.94,-0.12999994,-12.264145,736.0,47705,0.1727377648925781,put,2025-02-21,0.935,0.9365614504016282
SPY250221P00566000,2025-01-23 16:52:44+00:00,566.0,0.97,0.95,0.97,-0.120000005,-11.009174,7.0,2557,0.1706625903320313,put,2025-02-21,0.96,0.9698778280231053
SPY250221P00567000,2025-01-23 15:58:38+00:00,567.0,1.01,0.99,1.0,-0.120000005,-10.619469,4.0,8467,0.1685874157714844,put,2025-02-21,0.995,1.0050919503447502
SPY250221P00568000,2025-01-23 16:25:41+00:00,568.0,1.04,1.03,1.04,-0.1500001,-12.605049,42.0,26078,0.1668784484863281,put,2025-02-21,1.0350000000000001,1.0423320536367016
SPY250221P00569000,2025-01-23 16:52:44+00:00,569.0,1.08,1.06,1.07,-0.15999997,-12.903223,96.0,2496,0.1646812048339843,put,2025-02-21,1.065,1.0817352201069792
SPY250221P00570000,2025-01-23 16:52:25+00:00,570.0,1.13,1.11,1.12,-0.13,-10.31746,15984.0,90135,0.1631553411865234,put,2025-02-21,1.1150000000000002,1.1234360968659156
SPY250221P00571000,2025-01-23 15:56:30+00:00,571.0,1.18,1.15,1.17,-0.120000005,-9.230769,19.0,3133,0.161568442993164,put,2025-02-21,1.16,1.1675796897232704
SPY250221P00572000,2025-01-23 16:34:22+00:00,572.0,1.2,1.19,1.21,-0.17999995,-13.043474,1012.0,14441,0.1594932684326171,put,2025-02-21,1.2,1.2143435298374532
SPY250221P00573000,2025-01-23 16:20:39+00:00,573.0,1.22,1.25,1.26,-0.19999993,-14.084502,87.0,3243,0.1577232666015625,put,2025-02-21,1.255,1.2639552823807392
SPY250221P00574000,2025-01-23 16:53:11+00:00,574.0,1.31,1.29,1.3,-0.16000009,-10.884358,75.0,2687,0.1555260229492187,put,2025-02-21,1.295,1.3166900234509413
SPY250221P00575000,2025-01-23 16:38:48+00:00,575.0,1.37,1.35,1.36,-0.13999999,-9.271522,962.0,55749,0.1539391247558593,put,2025-02-21,1.355,1.3728369405235088
SPY250221P00576000,2025-01-23 16:35:32+00:00,576.0,1.42,1.42,1.42,-0.20000005,-12.345681,29.0,4211,0.1522301574707031,put,2025-02-21,1.42,1.4326580349075593
SPY250221P00577000,2025-01-23 16:28:51+00:00,577.0,1.47,1.47,1.48,-0.22000003,-13.017754,18.0,4081,0.15039912109375,put,2025-02-21,1.475,1.496356744076927
SPY250221P00578000,2025-01-23 16:48:22+00:00,578.0,1.53,1.53,1.54,-0.19000006,-11.0465145,150.0,5945,0.1485070501708984,put,2025-02-21,1.5350000000000001,1.5640803830818548
SPY250221P00579000,2025-01-23 16:35:15+00:00,579.0,1.62,1.62,1.64,-0.16999996,-9.497205,23.0,2728,0.1475915319824219,put,2025-02-21,1.63,1.6359580929040205
SPY250221P00580000,2025-01-23 16:48:56+00:00,580.0,1.66,1.69,1.7,-0.26,-13.541667,2561.0,75026,0.1454553228759765,put,2025-02-21,1.6949999999999998,1.7121468172153986
SPY250221P00581000,2025-01-23 16:33:08+00:00,581.0,1.76,1.77,1.78,-0.24000001,-12.0,25.0,4623,0.1438073901367187,put,2025-02-21,1.775,1.7928654296877222
SPY250221P00582000,2025-01-23 16:55:02+00:00,582.0,1.85,1.83,1.85,-0.19999993,-10.050248,27.0,5133,0.1417322155761718,put,2025-02-21,1.84,1.878398932942265
SPY250221P00583000,2025-01-23 16:53:09+00:00,583.0,1.95,1.93,1.95,-0.25,-11.363636,63.0,3167,0.1403284210205078,put,2025-02-21,1.94,1.9690797195646355
SPY250221P00584000,2025-01-23 16:52:42+00:00,584.0,2.05,2.05,2.07,-0.25,-10.869565,556.0,5470,0.1392297991943359,put,2025-02-21,2.0599999999999996,2.065289424272608
SPY250221P00585000,2025-01-23 16:54:08+00:00,585.0,2.14,2.13,2.15,-0.26999998,-11.440678,711.0,42811,0.1370630728149414,put,2025-02-21,2.1399999999999997,2.167465190594413
SPY250221P00586000,2025-01-23 16:54:37+00:00,586.0,2.24,2.23,2.24,-0.28999996,-11.599998,170.0,2940,0.1350184155273437,put,2025-02-21,2.2350000000000003,2.2760925104376795
SPY250221P00587000,2025-01-23 16:53:07+00:00,587.0,2.37,2.34,2.36,-0.2900002,-10.902263,216.0,4996,0.1334925518798828,put,2025-02-21,2.3499999999999996,2.391676213329859
SPY250221P00588000,2025-01-23 16:22:54+00:00,588.0,2.53,2.47,2.49,-0.26,-9.318996,159.0,9070,0.1320277227783203,put,2025-02-21,2.4800000000000004,2.5146927456243775
SPY250221P00589000,2025-01-23 16:50:15+00:00,589.0,2.55,2.61,2.63,-0.3800001,-12.969287,70.0,2286,0.1306239282226562,put,2025-02-21,2.62,2.6455753245826528
SPY250221P00590000,2025-01-23 16:54:31+00:00,590.0,2.74,2.73,2.75,-0.31999993,-10.42345,7490.0,39352,0.1286708227539062,put,2025-02-21,2.74,2.784734494185479
SPY250221P00591000,2025-01-23 16:52:30+00:00,591.0,2.93,2.89,2.91,-0.24000001,-7.5709777,46.0,3619,0.1273280627441406,put,2025-02-21,2.9000000000000004,2.932600363286654
SPY250221P00592000,2025-01-23 16:52:16+00:00,592.0,3.09,3.03,3.05,-0.25,-7.48503,117.0,3963,0.125435991821289,put,2025-02-21,3.04,3.0896442025030124
SPY250221P00593000,2025-01-23 16:51:11+00:00,593.0,3.2,3.18,3.2,-0.37999988,-10.614522,250.0,5889,0.1235439208984375,put,2025-02-21,3.1900000000000004,3.2563799008005354
SPY250221P00594000,2025-01-23 16:50:17+00:00,594.0,3.3,3.41,3.43,-0.47000003,-12.466845,103.0,3329,0.1229335754394531,put,2025-02-21,3.42,3.4333619317813193
SPY250221P00595000,2025-01-23 16:54:08+00:00,595.0,3.56,3.55,3.57,-0.4100001,-10.327457,5454.0,33662,0.1204921936035156,put,2025-02-21,3.5599999999999996,3.621207019089973
SPY250221P00596000,2025-01-23 16:54:08+00:00,596.0,3.76,3.74,3.76,-0.37999988,-9.429278,122.0,3109,0.1187832263183593,put,2025-02-21,3.75,3.820617977198907
SPY250221P00597000,2025-01-23 16:45:58+00:00,597.0,3.85,3.98,4.01,-0.48000002,-11.08545,121.0,3234,0.1178677081298828,put,2025-02-21,3.995,4.032392908747706
SPY250221P00598000,2025-01-23 16:47:16+00:00,598.0,4.17,4.17,4.2,-0.5,-10.706638,566.0,2663,0.1157314990234375,put,2025-02-21,4.1850000000000005,4.257397524186322
SPY250221P00599000,2025-01-23 16:46:50+00:00,599.0,4.38,4.41,4.44,-0.50999975,-10.429443,383.0,4780,0.1141751181030273,put,2025-02-21,4.425000000000001,4.496510912016692
SPY250221P00600000,2025-01-23 16:54:30+00:00,600.0,4.67,4.66,4.68,-0.5,-9.67118,5317.0,34231,0.1124051162719726,put,2025-02-21,4.67,4.750599145467752
